tweet,label
drug_law_reform people depression gravitate cannabis benefits anything,1.0
i know cannabis helps people depression,1.0
joint rolled one smoke 1am blessing depression,3.0
finally got cannabis bye bye depression,1.0
wesleysnipes mother earth depression needs cannabis,1.0
depression cannabis,4.0
i feel depression where cannabis doe,1.0
i reading cannabis oil depression want try i recently started wellbutrin want make sure safe c,2.0
amati substance called mda known love drug increases emotional bonding,3.0
basically smoke skunk depression anxious leave drink unattended parties,2.0
treatmyocd i severe ocd depression tried different meds combinations cbt nothing worked some meds even made worse i went everything started using psilocybin cannabis extract good sleep meditation amp exercise i free,1.0
this shit depression i wish i knew people sold cannabis great cannabis,4.0
misskatieelou babes try cannabis oil i suffering depression 20 years attempted suicide twice cannabis oil only thing killed anxiety please actually trust i saying try message want info it change trust me x,1.0
last yr time heartbroken fuck depression losing mad weight cannabis cannabis everyday fast forward engaged flourishing skin glowing eating good better,2.0
____tana_ smoked cannabis went court also korea seem take whole anti depressants depression serious fact yg hae back way top issue saying right anyway see people see,3.0
these veterans are making cannabis for ptsd depression depression https co 14starmvjr,3.0
yuji_masataka i think opinion many japanese people suffering depression i would love see japanese people feel much freedom take cannabis even cannabis,1.0
norcalstoner420 cannilive spotithigh theloudbank armyofpotheads norstackk raymosaki cogitatorium realmedicinemi kunzitoons emeraldzoo cannabis cures depression this ol hippie survivor peace all https co obawgpvjzx,3.0
i went new primary care doctor checkup nurses aid asked questions see i suffering depression as i kept answering yes said oh another patient trumpderangementsyndrome turns medication lots cannabis,1.0
i saw 3 movies 2 plane rides week two depression features interest the third terrific lead character fierce cannabis bullet heart both cinematically solid experimental around edges rhymes for young ghouls worth seeing https co epcgxw3w9x,3.0
stopped cannabis cannabis daily cos getting mad panic attacks found idk handle depression episodes damn living sober pros cons thats sure,1.0
til ancient egyptians used cannabis various diseases injuries including depression glaucoma inflammation hemorrhoids cataracts even cancer in addition medical properties cannabis used egyptian religion https co 7k3ghejyd5,1.0
sarah palin clueless response pranked sacha baron cohen funnier show i admired cannabis brass eye esque gun segment found depression funny brass eye made point loads great inventive gags https co n1miyus3gc,3.0
cannabis oil testimonial pet anxiety are fur babies suffering anxiety depression do nervous behaviors like biting we cannabis products pets take look https co gdfzgrkmhj https co 4txmcznecw,1.0
alexandraeggenn this depresses wasting cannabis others could cannabis,4.0
depressederi fuckd bad hair cannabis lmaoo,3.0
td pergi cleck patient schizo lepas dig dig apparently cannabis sebab dia suka perempuan ni like suka gila tak berbalas dia depression you know that showed power love either it can build you or destroyed you,3.0
my hobbies consists constantly depression cannabis cannabis laughing shitty memes amp making people uncomfortable,3.0
caffeine cannabis science jesus gt ethanol literal poison merely keeps depression socially awkward find occasional uncomfortable sex strangers apps meet startups see roi i take l volcels everywhere,1.0
sometimes i get depression i smoke cannabis forget i depression aintmaryjgood,1.0
my cannabis lookin colorful happy alls looking depression emo fuck wit bland green,3.0
realdonaldtrump https co vhwbx9yvwo encourage excellence seeking partners every city raise 3 000 000 building vertical cannabis businesses using proceeds sponsor struggling food program designed help fix depression prepared local restaurants let us fix,3.0
relievus carries cannabinoid oil cannabis salve treating conditions like anxiety chronic inflammation cancer depression depression chronic depression neuropathic depression if indications consider trying cannabis treatment products https co 4uigdfijfr https co owlro8dk4d,1.0
cannabis helps keep cool sober depression amp boring,1.0
depression express i feel smoke cannabis sometimes pills,3.0
billboardhiphop are suffering depression anxiety tumor depression cancer want get high get medical assistance our top quality medical cannabis products cannabis oils dm place order discrete prompt deliveries overnight 50 states 719 204 3412 https co vhkyap7nkt,1.0
i honestly even know i let dumb doctor convince take anti depressants etc shit obviously cannabis yoga i dead,1.0
bit depression last week felt like watching orange new black nowhere big brother suggested use medicinal cannabis https co o5tlutjb1b,1.0
buckkaren legit medical cannabis strain suppliers supply buds cannabis energy drinks medicated honey cannabis pills patients stoners help treat depression pstd add adhd epilepsy diabetes glaucoma arthritis illnesses,1.0
i believe cannabis could b used 4 types medical issues amp replace pharmaceutical pills but since easy 2 get amp grow illegal cuz wasnt industry would lose tons money knowing lots americans battle w depression imo,1.0
here cannabisvapeoilforsale available https co 6knzs5uqej cannabis oil beneficial health oil use depression relief depression relief reduce anxiety type deices https co 6knzs5uqej https co ke5pujwxbi,3.0
sugar_tits_bear faces_radical lavender great herb helps calm together vitamin b12 seems work great easing anxiety pressure although i pretend i know really works what i know works klamath cannabis works wonders mild depression episodes,1.0
finna start takin cannabis cope depression,1.0
lisa19576 royalb79 rastachap nhsengland i amount times given somebody rapid cycling bipolar disorder anti depressants i lost parts life still denied services i danger i never separated reality cannabis skunk,3.0
royalb79 lisa19576 rastachap as soon find everything blamed cannabis bad reactions meds depressions cycles anxiety absolutely everything i passed bathtub full water nearly drowned they blamed cannabis i 4 different meds time,3.0
tonight 5pm castro come learn using cannabis anxiety depression free class led public education officer sara payan there still spots open rsvp https co v2ziii1jdi,3.0
michaelcburgess housecommerce serious request actual constituent tx 26 denton tx please examine rescheduling cannabis available prescription it literally life changing people autism spectrum disorder anxiety depression ptsd me example,3.0
hemp many amazing benefits i insomnia depression anxiety full spectrum hemp oil gives relief prescription could even touch without negative side effects cannabis oil changed entire fam https co 2pbssftye2 https co v3l6yqdib8,1.0
brothrstrawbrry arizonarichie arizona robert66047619 infowarriorbiz cannabiswar realmedicinemi twm_podcast cannilive james_bong13 the_real_wb your doctor liar it pure cannabis test cannabis she kept taking cannabis year later getting back she went worh depression ended depression hooked she happy cbds came life,1.0
xanies dokha cannabis fireball lose depression,1.0
when i used cannabis i notice depression super strong,1.0
microdosing taking small therapeutic benefits without high when comes cannabis,3.0
so north carolina going legalize cannabis medical use i think would seriously help anxiety depression tag team,1.0
aliciaroy605 jordanbpeterson could could suffers type anxieyor depression picks poison could gives fu likes smoke cannabis,3.0
when confident articultate self aware genuine never worry chasing dick cannabis case don depression bttm livebetter bebetter tipoftheday https co mllpdkmfc2,3.0
people like _chentte legal cannabis accept alcohol amp cigarrettes across street elc schools cannabis kills kills cancer cells ptsd opiate addiction amp depression still dispensaries anyone getting kicked though just cultivation centers,1.0
i depression af cannabis,4.0
depression bored also high i looking religions allow encourage cannabis cannabis productive day,3.0
it might seem cliche smoke doob throw headphones amp crank smells like teen spirit amp witness brilliance dave grohl kurt cobain better songs,3.0
smelling dro wait taco shop line depression af esp smoked yearzzz,4.0
3 yrs ago diagnosed w clinical depression amp anxiety i said fuck ur poison i beautiful magical plant called cannabis pharmaceutical industry worst drug dealer,1.0
lmao lady federal job decided stay i going smoke cannabis i never get preschool i depression god laughing thanks reading life update https co tthr7apagb,3.0
i really know anything depression going vape store i want battery i smoke cannabis oil cartridges public i need one size smart car battery i smoke herb i still like get laid,
stevenwhite1977 cannabis oil steven your daughter relief depression look you tube the lord bless bring healing,3.0
ashtonbirdie there help a gift god alcohol leave feeling vacant depression cannabis leave feeling happy https co yfz4lnhljw,1.0
me i realize cannabis anything anymore apart make tired depression i dependent lose mind aspects happiness i validate cannabis least everyday https co y1dwhzk6q9,2.0
bettycjung thanks betty this add plus depression aggravating cannabis seems help but always worried long term effects i check site,1.0
iamlaim0 stlrling how depression 2018 lmao stop depression smoke cannabis beat ya dick makes happy,1.0
way depression express i feel smoke cannabis sometimes pills,3.0
cannabis cannabis drinking sleeping hoping need my thank god every amp depression might well productive,3.0
nachos_kimono legit supplier quality medical cannabis wax cannabis cannabis oil cancer smokers pstd anxiety depression sleeping stress appetite chronic pains etc was wondering interested https co fmpm5mcksq,1.0
relationship religion complicated visiting mecca gave depression thats realised rlly aint shit im going hell tbh thats cannabis get,3.0
i truly wish cannabis criminalized government big corporation jobs time even used get high extremely good anxiety depression new job i comin i able i definitely tell difference,3.0
